region,regname,yearcode,age2,tenure4,N_ten4s,N_all2,tenurename
2,South,1998,39,4,37092.08426889,778947,Care of/rent free
2,South,1998,40,1,550062.540369138,735976,Owner occupier
2,South,1998,40,2,88747.8099416067,735976,Social rent
2,South,1998,40,3,62978.7854186833,735976,Private rent
2,South,1998,40,4,34186.8642705724,735976,Care of/rent free
2,South,1998,41,1,591575.51494357,775417,Owner occupier
2,South,1998,41,2,96642.1652722276,775417,Social rent
2,South,1998,41,3,53152.7595087798,775417,Private rent
2,South,1998,41,4,34046.560275423,775417,Care of/rent free
2,South,1998,42,1,604917.44065514,757096,Owner occupier
2,South,1998,42,2,82417.0474360418,757096,Social rent
2,South,1998,42,3,47276.1149105509,757096,Private rent
2,South,1998,42,4,22485.3969982669,757096,Care of/rent free
2,South,1998,43,1,634153.85064484,779206,Owner occupier
2,South,1998,43,2,80015.1166637059,779206,Social rent
2,South,1998,43,3,41155.3160917283,779206,Private rent
2,South,1998,43,4,23881.7165997258,779206,Care of/rent free
2,South,1998,44,1,589906.351009077,712564,Owner occupier
2,South,1998,44,2,62884.483206617,712564,Social rent
2,South,1998,44,3,42353.5189276705,712564,Private rent
2,South,1998,44,4,17419.6468566359,712564,Care of/rent free
2,South,1998,45,1,587721.960288416,731445,Owner occupier
2,South,1998,45,2,67712.2065271718,731445,Social rent
2,South,1998,45,3,47725.2262681302,731445,Private rent
2,South,1998,45,4,28285.6069162824,731445,Care of/rent free
2,South,1998,46,1,564349.416983,681621,Owner occupier
2,South,1998,46,2,61975.5506259789,681621,Social rent
2,South,1998,46,3,36922.3898848371,681621,Private rent
2,South,1998,46,4,18373.6425061836,681621,Care of/rent free
2,South,1998,47,1,633722.005345134,743584,Owner occupier
2,South,1998,47,2,56616.9746521851,743584,Social rent
2,South,1998,47,3,33160.1231851555,743584,Private rent
2,South,1998,47,4,20084.8968175253,743584,Care of/rent free
2,South,1998,48,1,616061.807670628,728570,Owner occupier
2,South,1998,48,2,50294.2094165843,728570,Social rent
2,South,1998,48,3,33313.6359005857,728570,Private rent
2,South,1998,48,4,28900.3470122019,728570,Care of/rent free
2,South,1998,49,1,656620.632334995,790295,Owner occupier
2,South,1998,49,2,56775.1957604506,790295,Social rent
2,South,1998,49,3,47743.2979148831,790295,Private rent
2,South,1998,49,4,29155.8739896711,790295,Care of/rent free
2,South,1998,50,1,688289.22812996,812620,Owner occupier
2,South,1998,50,2,66480.1017851458,812620,Social rent
2,South,1998,50,3,39111.8583764717,812620,Private rent
2,South,1998,50,4,18738.8117084224,812620,Care of/rent free
2,South,1998,51,1,712353.178178752,832961,Owner occupier
2,South,1998,51,2,75196.1574619647,832961,Social rent
2,South,1998,51,3,27410.9401721022,832961,Private rent
2,South,1998,51,4,18000.7241871815,832961,Care of/rent free
2,South,1998,52,1,652512.844521671,779575,Owner occupier
2,South,1998,52,2,71014.894504851,779575,Social rent
2,South,1998,52,3,33879.3741104065,779575,Private rent
2,South,1998,52,4,22167.8868630719,779575,Care of/rent free
2,South,1998,53,1,554721.539161203,660207,Owner occupier
2,South,1998,53,2,52528.9357415899,660207,Social rent
2,South,1998,53,3,33802.5560925152,660207,Private rent
2,South,1998,53,4,19153.9690046918,660207,Care of/rent free
2,South,1998,54,1,580415.827437035,687600,Owner occupier
2,South,1998,54,2,58881.8012060642,687600,Social rent
2,South,1998,54,3,35405.363971648,687600,Private rent
2,South,1998,54,4,12897.0073852527,687600,Care of/rent free
2,South,1998,55,1,555891.029431371,642963,Owner occupier
2,South,1998,55,2,51978.2646856297,642963,Social rent
2,South,1998,55,3,24633.6945292916,642963,Private rent
2,South,1998,55,4,10460.011353708,642963,Care of/rent free
2,South,1998,56,1,502508.371450537,579178,Owner occupier
2,South,1998,56,2,42897.4878438256,579178,Social rent
2,South,1998,56,3,19098.4694024464,579178,Private rent
2,South,1998,56,4,14673.671303191,579178,Care of/rent free
2,South,1998,57,1,502434.124235779,578558,Owner occupier
2,South,1998,57,2,37461.1617795683,578558,Social rent
2,South,1998,57,3,24644.6387193731,578558,Private rent
2,South,1998,57,4,14018.0752652795,578558,Care of/rent free
2,South,1998,58,1,495467.477986177,586261,Owner occupier
2,South,1998,58,2,45581.2094122808,586261,Social rent
2,South,1998,58,3,29087.1674854176,586261,Private rent
2,South,1998,58,4,16125.145116125,586261,Care of/rent free
2,South,1998,59,1,487740.834727541,592424,Owner occupier
2,South,1998,59,2,56200.6887482635,592424,Social rent
2,South,1998,59,3,30007.4057592693,592424,Private rent
2,South,1998,59,4,18475.0707649257,592424,Care of/rent free
2,South,1998,60,1,519693.290600648,618918,Owner occupier
2,South,1998,60,2,55934.0612495993,618918,Social rent
2,South,1998,60,3,27038.8330812031,618918,Private rent
2,South,1998,60,4,16251.8150685495,618918,Care of/rent free
2,South,1998,61,1,432884.299709815,516544,Owner occupier
2,South,1998,61,2,52218.6789178952,516544,Social rent
2,South,1998,61,3,19171.6756956311,516544,Private rent
2,South,1998,61,4,12269.3456766584,516544,Care of/rent free
2,South,1998,62,1,473363.192108889,566338,Owner occupier
2,South,1998,62,2,56649.2297836111,566338,Social rent
2,South,1998,62,3,22279.8595457426,566338,Private rent
2,South,1998,62,4,14045.7185617569,566338,Care of/rent free
2,South,1998,63,1,438148.68737809,529155,Owner occupier
2,South,1998,63,2,67335.3897268077,529155,Social rent
2,South,1998,63,3,16562.9474970443,529155,Private rent
2,South,1998,63,4,7107.97539805815,529155,Care of/rent free
2,South,1998,64,1,426750.443970768,514987,Owner occupier
2,South,1998,64,2,66785.1714278725,514987,Social rent
2,South,1998,64,3,16302.1997490031,514987,Private rent
2,South,1998,64,4,5149.18485235606,514987,Care of/rent free
2,South,1998,65,1,429468.530261179,512725,Owner occupier
2,South,1998,65,2,67702.992265559,512725,Social rent
2,South,1998,65,3,9178.87719156118,512725,Private rent
2,South,1998,65,4,6374.60028170047,512725,Care of/rent free
2,South,1998,66,1,424525.29781285,516332,Owner occupier
2,South,1998,66,2,66674.9934549657,516332,Social rent
2,South,1998,66,3,15510.6093408644,516332,Private rent
2,South,1998,66,4,9621.09939131949,516332,Care of/rent free
2,South,1998,67,1,412424.538566779,501867,Owner occupier
2,South,1998,67,2,61017.1804679955,501867,Social rent
2,South,1998,67,3,18358.512167897,501867,Private rent
2,South,1998,67,4,10066.7687973285,501867,Care of/rent free
2,South,1998,68,1,411346.561377356,494617,Owner occupier
2,South,1998,68,2,59214.1364011573,494617,Social rent
2,South,1998,68,3,16602.3133661689,494617,Private rent
2,South,1998,68,4,7453.98885531796,494617,Care of/rent free
2,South,1998,69,1,375825.984586472,472388,Owner occupier
2,South,1998,69,2,71444.5696696061,472388,Social rent
2,South,1998,69,3,12578.1964350985,472388,Private rent
2,South,1998,69,4,12539.249308824,472388,Care of/rent free
2,South,1998,70,1,371626.033820036,477958,Owner occupier
2,South,1998,70,2,77614.996001023,477958,Social rent
2,South,1998,70,3,12329.2172202819,477958,Private rent
2,South,1998,70,4,16387.7529586591,477958,Care of/rent free
2,South,1998,71,1,346311.02046436,459639,Owner occupier
2,South,1998,71,2,91918.2452922324,459639,Social rent
2,South,1998,71,3,11414.5815084222,459639,Private rent
2,South,1998,71,4,9995.15273498592,459639,Care of/rent free
2,South,1998,72,1,380618.678902949,509512,Owner occupier
2,South,1998,72,2,103090.477942643,509512,Social rent
2,South,1998,72,3,10203.8958583741,509512,Private rent
2,South,1998,72,4,15598.9472960343,509512,Care of/rent free
2,South,1998,73,1,318896.316717628,446899,Owner occupier
2,South,1998,73,2,94099.7631800747,446899,Social rent
2,South,1998,73,3,16033.7750933011,446899,Private rent
2,South,1998,73,4,17869.1450089961,446899,Care of/rent free
2,South,1998,74,1,291450.62497498,403604,Owner occupier
2,South,1998,74,2,75350.9608062522,403604,Social rent
2,South,1998,74,3,12051.8232519465,403604,Private rent
2,South,1998,74,4,24750.590966821,403604,Care of/rent free
2,South,1998,75,1,295467.090515478,404694,Owner occupier
2,South,1998,75,2,74277.8304174761,404694,Social rent
2,South,1998,75,3,13245.8589224644,404694,Private rent
2,South,1998,75,4,21703.2201445821,404694,Care of/rent free
2,South,1998,76,1,279864.253531677,393548,Owner occupier
2,South,1998,76,2,72812.8523651842,393548,Social rent
2,South,1998,76,3,18105.888518294,393548,Private rent
2,South,1998,76,4,22765.0055848448,393548,Care of/rent free
2,South,1998,77,1,290134.674758387,431004,Owner occupier
2,South,1998,77,2,86446.3560403055,431004,Social rent
2,South,1998,77,3,21181.788324196,431004,Private rent
2,South,1998,77,4,33241.1808771119,431004,Care of/rent free
2,South,1998,78,1,277948.590235211,409184,Owner occupier
2,South,1998,78,2,88239.0769851672,409184,Social rent
2,South,1998,78,3,17180.5591192764,409184,Private rent
2,South,1998,78,4,25815.7736603456,409184,Care of/rent free
2,South,1998,79,1,164278.069253229,248112,Owner occupier
2,South,1998,79,2,55756.1762176014,248112,Social rent
2,South,1998,79,3,12488.4180608907,248112,Private rent
2,South,1998,79,4,15589.3364682794,248112,Care of/rent free
2,South,1998,80,1,1225462.11422917,1929768,Owner occupier
2,South,1998,80,2,441155.646209644,1929768,Social rent
2,South,1998,80,3,79138.4428697704,1929768,Private rent
2,South,1998,80,4,184011.79669142,1929768,Care of/rent free
2,South,1999,16,1,0,124323,Owner occupier
2,South,1999,16,2,3375.79450777013,124323,Social rent
2,South,1999,16,3,7097.79099520113,124323,Private rent
2,South,1999,16,4,113849.414497029,124323,Care of/rent free
2,South,1999,17,1,1494.8610697544,291093,Owner occupier
2,South,1999,17,2,5770.63363045883,291093,Social rent
2,South,1999,17,3,33562.9329685284,291093,Private rent
2,South,1999,17,4,250264.572331258,291093,Care of/rent free
2,South,1999,18,1,9596.43665146626,411245,Owner occupier
2,South,1999,18,2,17768.3081291513,411245,Social rent
2,South,1999,18,3,54764.6137626569,411245,Private rent
2,South,1999,18,4,329115.641456726,411245,Care of/rent free
2,South,1999,19,1,23919.6403438012,673281,Owner occupier
2,South,1999,19,2,28294.8576428666,673281,Social rent
2,South,1999,19,3,135426.761106375,673281,Private rent
2,South,1999,19,4,485639.740906957,673281,Care of/rent free
2,South,1999,20,1,54548.4918824192,655415,Owner occupier
2,South,1999,20,2,44656.3839547972,655415,Social rent
2,South,1999,20,3,171683.022672385,655415,Private rent
2,South,1999,20,4,384527.101490399,655415,Care of/rent free
2,South,1999,21,1,80405.6974296161,644969,Owner occupier
2,South,1999,21,2,48113.4320526325,644969,Social rent
2,South,1999,21,3,170927.47989343,644969,Private rent
2,South,1999,21,4,345522.390624321,644969,Care of/rent free
2,South,1999,22,1,99282.7213356764,621792,Owner occupier
2,South,1999,22,2,49966.6254458485,621792,Social rent
2,South,1999,22,3,180965.791324113,621792,Private rent
2,South,1999,22,4,291576.861894362,621792,Care of/rent free
2,South,1999,23,1,169208.140696267,682948,Owner occupier
2,South,1999,23,2,75921.3959276699,682948,Social rent
2,South,1999,23,3,171244.495687496,682948,Private rent
2,South,1999,23,4,266573.967688567,682948,Care of/rent free
2,South,1999,24,1,208715.289771528,655872,Owner occupier
2,South,1999,24,2,63057.1534063871,655872,Social rent
2,South,1999,24,3,162217.543263119,655872,Private rent
2,South,1999,24,4,221882.013558966,655872,Care of/rent free
2,South,1999,25,1,252327.220274788,657475,Owner occupier
2,South,1999,25,2,64289.6580194018,657475,Social rent
2,South,1999,25,3,140526.280028681,657475,Private rent
2,South,1999,25,4,200331.841677129,657475,Care of/rent free
2,South,1999,26,1,380041.236556553,762057,Owner occupier
2,South,1999,26,2,80430.12049855,762057,Social rent
2,South,1999,26,3,146543.055595819,762057,Private rent
2,South,1999,26,4,155042.587349078,762057,Care of/rent free
2,South,1999,27,1,452854.254118413,798603,Owner occupier
2,South,1999,27,2,78451.937447151,798603,Social rent
2,South,1999,27,3,155759.522275785,798603,Private rent
2,South,1999,27,4,111537.28615865,798603,Care of/rent free
2,South,1999,28,1,524383.04181607,880177,Owner occupier
2,South,1999,28,2,83848.4576370194,880177,Social rent
2,South,1999,28,3,153010.414773824,880177,Private rent
2,South,1999,28,4,118935.085773087,880177,Care of/rent free
2,South,1999,29,1,544760.235958309,869976,Owner occupier
2,South,1999,29,2,99324.7516626308,869976,Social rent
2,South,1999,29,3,121682.434645227,869976,Private rent
2,South,1999,29,4,104208.577733833,869976,Care of/rent free
2,South,1999,30,1,586285.709336035,861946,Owner occupier
2,South,1999,30,2,108783.451339198,861946,Social rent
2,South,1999,30,3,90688.7466913926,861946,Private rent
2,South,1999,30,4,76188.0926333746,861946,Care of/rent free
2,South,1999,31,1,573312.382919508,831036,Owner occupier
2,South,1999,31,2,97764.1585245593,831036,Social rent
2,South,1999,31,3,102558.152997104,831036,Private rent
2,South,1999,31,4,57401.3055588288,831036,Care of/rent free
2,South,1999,32,1,650894.942587954,931673,Owner occupier
2,South,1999,32,2,108887.856491529,931673,Social rent
2,South,1999,32,3,105397.967549922,931673,Private rent
2,South,1999,32,4,66492.2333705957,931673,Care of/rent free
2,South,1999,33,1,631939.026219406,901958,Owner occupier
2,South,1999,33,2,106753.511314161,901958,Social rent
2,South,1999,33,3,103535.536956895,901958,Private rent
2,South,1999,33,4,59729.9255095379,901958,Care of/rent free
2,South,1999,34,1,692621.575152466,942033,Owner occupier
2,South,1999,34,2,101288.870116912,942033,Social rent
2,South,1999,34,3,96318.8092422111,942033,Private rent
2,South,1999,34,4,51803.7454884113,942033,Care of/rent free
2,South,1999,35,1,713047.154339098,958842,Owner occupier
2,South,1999,35,2,100252.23294449,958842,Social rent
2,South,1999,35,3,89912.6150070926,958842,Private rent
2,South,1999,35,4,55629.9977093188,958842,Care of/rent free
2,South,1999,36,1,674290.921340717,899266,Owner occupier
2,South,1999,36,2,77386.9509136393,899266,Social rent
2,South,1999,36,3,92445.0870646904,899266,Private rent
2,South,1999,36,4,55143.0406809533,899266,Care of/rent free
2,South,1999,37,1,648739.901034722,834562,Owner occupier
2,South,1999,37,2,74367.5319674317,834562,Social rent
2,South,1999,37,3,70713.602071477,834562,Private rent
2,South,1999,37,4,40740.9649263694,834562,Care of/rent free
2,South,1999,38,1,652490.154397159,844709,Owner occupier
2,South,1999,38,2,91745.9876660002,844709,Social rent
2,South,1999,38,3,63134.2231475164,844709,Private rent
2,South,1999,38,4,37338.6347893243,844709,Care of/rent free
2,South,1999,39,1,621516.57728313,804889,Owner occupier
2,South,1999,39,2,90243.9751360576,804889,Social rent
2,South,1999,39,3,56501.2624114967,804889,Private rent
2,South,1999,39,4,36627.1851693151,804889,Care of/rent free
2,South,1999,40,1,614735.378989929,799162,Owner occupier
2,South,1999,40,2,94197.5340174602,799162,Social rent
2,South,1999,40,3,51501.5461203232,799162,Private rent
2,South,1999,40,4,38727.5408722871,799162,Care of/rent free
2,South,1999,41,1,556288.411424488,717357,Owner occupier
2,South,1999,41,2,86526.4911405749,717357,Social rent
2,South,1999,41,3,47634.8741433812,717357,Private rent
2,South,1999,41,4,26907.2232915557,717357,Care of/rent free
2,South,1999,42,1,637051.499828303,789893,Owner occupier
2,South,1999,42,2,78690.2149870484,789893,Social rent
2,South,1999,42,3,49301.8516006199,789893,Private rent
2,South,1999,42,4,24849.4335840283,789893,Care of/rent free
2,South,1999,43,1,650358.998040035,805356,Owner occupier
2,South,1999,43,2,84733.4924775943,805356,Social rent
2,South,1999,43,3,49059.9528837767,805356,Private rent
2,South,1999,43,4,21203.5565985937,805356,Care of/rent free
2,South,1999,44,1,592053.397979735,720073,Owner occupier
2,South,1999,44,2,64920.8861709523,720073,Social rent
2,South,1999,44,3,40656.2415760767,720073,Private rent
2,South,1999,44,4,22442.4742732356,720073,Care of/rent free
2,South,1999,45,1,616546.929065161,739141,Owner occupier
2,South,1999,45,2,65345.5383446952,739141,Social rent
2,South,1999,45,3,31246.2542009775,739141,Private rent
2,South,1999,45,4,26002.2783891663,739141,Care of/rent free
2,South,1999,46,1,622770.452795696,730425,Owner occupier
2,South,1999,46,2,48265.8387791334,730425,Social rent
2,South,1999,46,3,34447.5566193309,730425,Private rent
2,South,1999,46,4,24941.15180584,730425,Care of/rent free
2,South,1999,47,1,626059.621039722,740546,Owner occupier
2,South,1999,47,2,49506.8424020799,740546,Social rent
2,South,1999,47,3,43542.6061405873,740546,Private rent
2,South,1999,47,4,21436.9304176108,740546,Care of/rent free
2,South,1999,48,1,574838.456709016,696823,Owner occupier
2,South,1999,48,2,49801.2037600837,696823,Social rent
2,South,1999,48,3,44908.2771136924,696823,Private rent
2,South,1999,48,4,27275.0624172077,696823,Care of/rent free
2,South,1999,49,1,601125.292402642,726462,Owner occupier
2,South,1999,49,2,54783.5845084969,726462,Social rent
2,South,1999,49,3,47745.5348801126,726462,Private rent
2,South,1999,49,4,22807.5882087481,726462,Care of/rent free
2,South,1999,50,1,651932.749745521,766688,Owner occupier
2,South,1999,50,2,57639.3332779639,766688,Social rent
2,South,1999,50,3,37947.4872472377,766688,Private rent
2,South,1999,50,4,19168.4297292773,766688,Care of/rent free
2,South,1999,51,1,681750.823216762,795705,Owner occupier
2,South,1999,51,2,64821.2246031347,795705,Social rent
2,South,1999,51,3,32671.5803195077,795705,Private rent
2,South,1999,51,4,16461.371860596,795705,Care of/rent free
2,South,1999,52,1,720798.304214877,827296,Owner occupier
2,South,1999,52,2,62263.197754693,827296,Social rent
2,South,1999,52,3,28011.7293247315,827296,Private rent
2,South,1999,52,4,16222.768705698,827296,Care of/rent free
2,South,1999,53,1,662858.857314561,759689,Owner occupier
2,South,1999,53,2,51987.7080101715,759689,Social rent
2,South,1999,53,3,26591.2503803778,759689,Private rent
2,South,1999,53,4,18251.1842948901,759689,Care of/rent free
2,South,1999,54,1,596123.290908512,694839,Owner occupier
2,South,1999,54,2,58299.2598134359,694839,Social rent
2,South,1999,54,3,22227.4829421434,694839,Private rent
2,South,1999,54,4,18188.9663359086,694839,Care of/rent free
2,South,1999,55,1,564742.288673451,646948,Owner occupier
2,South,1999,55,2,47772.6379980744,646948,Social rent
2,South,1999,55,3,19091.9379439136,646948,Private rent
2,South,1999,55,4,15341.1353845608,646948,Care of/rent free
2,South,1999,56,1,560747.277882349,636855,Owner occupier
2,South,1999,56,2,43435.3736549657,636855,Social rent
2,South,1999,56,3,15587.5789088257,636855,Private rent
2,South,1999,56,4,17084.7695538593,636855,Care of/rent free
2,South,1999,57,1,576221.417442893,657866,Owner occupier
2,South,1999,57,2,46357.4290029446,657866,Social rent
2,South,1999,57,3,19793.4260838883,657866,Private rent
2,South,1999,57,4,15493.7274702738,657866,Care of/rent free
2,South,1999,58,1,485593.318944124,564085,Owner occupier
2,South,1999,58,2,37995.7633766761,564085,Social rent
2,South,1999,58,3,22284.0357240385,564085,Private rent
2,South,1999,58,4,18211.8819551617,564085,Care of/rent free
2,South,1999,59,1,471273.778703956,558795,Owner occupier
2,South,1999,59,2,52857.9318150323,558795,Social rent
2,South,1999,59,3,23205.2664807287,558795,Private rent
2,South,1999,59,4,11458.0230002827,558795,Care of/rent free
2,South,1999,60,1,511610.213472041,612653,Owner occupier
2,South,1999,60,2,58479.0943040991,612653,Social rent
2,South,1999,60,3,26453.1011773534,612653,Private rent
2,South,1999,60,4,16110.5910465063,612653,Care of/rent free
2,South,1999,61,1,474282.806954514,574084,Owner occupier
2,South,1999,61,2,62484.0007010511,574084,Social rent
2,South,1999,61,3,20570.9153345874,574084,Private rent
2,South,1999,61,4,16746.2770098478,574084,Care of/rent free
2,South,1999,62,1,457499.168149363,551017,Owner occupier
2,South,1999,62,2,58024.3173105231,551017,Social rent
2,South,1999,62,3,19216.7869175748,551017,Private rent
2,South,1999,62,4,16276.727622539,551017,Care of/rent free
2,South,1999,63,1,462901.851876405,555848,Owner occupier
2,South,1999,63,2,63588.7675912457,555848,Social rent
2,South,1999,63,3,15426.0366325024,555848,Private rent
2,South,1999,63,4,13931.3438998473,555848,Care of/rent free
2,South,1999,64,1,443058.562816538,541059,Owner occupier
2,South,1999,64,2,62766.3589221229,541059,Social rent
2,South,1999,64,3,23903.4353761263,541059,Private rent
2,South,1999,64,4,11330.6428852124,541059,Care of/rent free
2,South,1999,65,1,429150.577174042,528153,Owner occupier
2,South,1999,65,2,74788.74317579,528153,Social rent
2,South,1999,65,3,10452.6011188725,528153,Private rent
2,South,1999,65,4,13761.0785312957,528153,Care of/rent free
2,South,1999,66,1,405155.781896046,491828,Owner occupier
2,South,1999,66,2,65072.9821307847,491828,Social rent
2,South,1999,66,3,10524.1185089599,491828,Private rent
2,South,1999,66,4,11075.1174642089,491828,Care of/rent free
2,South,1999,67,1,420203.992705222,514909,Owner occupier
2,South,1999,67,2,68331.2245522089,514909,Social rent
2,South,1999,67,3,15476.2032825186,514909,Private rent
2,South,1999,67,4,10897.5794600502,514909,Care of/rent free
2,South,1999,68,1,395248.771953333,474450,Owner occupier
2,South,1999,68,2,59076.1367592379,474450,Social rent
2,South,1999,68,3,12773.4033188478,474450,Private rent
2,South,1999,68,4,7351.68796858179,474450,Care of/rent free
2,South,1999,69,1,367835.650946392,470031,Owner occupier
2,South,1999,69,2,78919.4922175127,470031,Social rent
2,South,1999,69,3,10345.431663929,470031,Private rent
2,South,1999,69,4,12930.425172166,470031,Care of/rent free
2,South,1999,70,1,377985.977107827,483594,Owner occupier
2,South,1999,70,2,76140.7141821429,483594,Social rent
2,South,1999,70,3,10978.2858888275,483594,Private rent
2,South,1999,70,4,18489.0228212028,483594,Care of/rent free
2,South,1999,71,1,371069.86000737,467492,Owner occupier
2,South,1999,71,2,74591.3293859231,467492,Social rent
2,South,1999,71,3,10842.5386513377,467492,Private rent
2,South,1999,71,4,10988.2719553695,467492,Care of/rent free
2,South,1999,72,1,356884.247693662,455896,Owner occupier
2,South,1999,72,2,79032.1093296536,455896,Social rent
2,South,1999,72,3,8748.83407021819,455896,Private rent
2,South,1999,72,4,11230.8089064658,455896,Care of/rent free
2,South,1999,73,1,320597.494758837,430965,Owner occupier
2,South,1999,73,2,81919.5797970212,430965,Social rent
2,South,1999,73,3,14281.6361266372,430965,Private rent
2,South,1999,73,4,14166.2893175048,430965,Care of/rent free
2,South,1999,74,1,305801.092320446,401079,Owner occupier
2,South,1999,74,2,66504.8340563973,401079,Social rent
2,South,1999,74,3,11014.4674563473,401079,Private rent
2,South,1999,74,4,17758.6061668091,401079,Care of/rent free
2,South,1999,75,1,310784.796813957,420078,Owner occupier
2,South,1999,75,2,78030.0205943547,420078,Social rent
2,South,1999,75,3,14903.4925241465,420078,Private rent
2,South,1999,75,4,16359.6900675423,420078,Care of/rent free
2,South,1999,76,1,257002.800377169,360743,Owner occupier
2,South,1999,76,2,69431.6308123949,360743,Social rent
2,South,1999,76,3,17163.1063879631,360743,Private rent
2,South,1999,76,4,17145.4624224728,360743,Care of/rent free
2,South,1999,77,1,262416.55718753,362348,Owner occupier
2,South,1999,77,2,67245.663335389,362348,Social rent
2,South,1999,77,3,11753.7636656176,362348,Private rent
2,South,1999,77,4,20932.0158114636,362348,Care of/rent free
2,South,1999,78,1,275455.752813111,385390,Owner occupier
2,South,1999,78,2,73491.878175223,385390,Social rent
2,South,1999,78,3,15806.9984766256,385390,Private rent
2,South,1999,78,4,20635.3705350407,385390,Care of/rent free
2,South,1999,79,1,287354.54914836,409478,Owner occupier
2,South,1999,79,2,79459.8618577565,409478,Social rent
2,South,1999,79,3,17885.8607208343,409478,Private rent
2,South,1999,79,4,24777.728273049,409478,Care of/rent free
2,South,1999,80,1,1244385.08982394,1921480,Owner occupier
2,South,1999,80,2,423840.053326902,1921480,Social rent
2,South,1999,80,3,76259.2381693532,1921480,Private rent
2,South,1999,80,4,176995.618679804,1921480,Care of/rent free
2,South,2000,16,1,0,131015,Owner occupier
2,South,2000,16,2,2552.23381364559,131015,Social rent
2,South,2000,16,3,2530.89316684472,131015,Private rent
2,South,2000,16,4,125931.87301951,131015,Care of/rent free
2,South,2000,17,1,797.121541416359,295295,Owner occupier
2,South,2000,17,2,12726.7278515977,295295,Social rent
2,South,2000,17,3,20067.9329549199,295295,Private rent
2,South,2000,17,4,261703.217652066,295295,Care of/rent free
2,South,2000,18,1,7813.13687501992,411842,Owner occupier
2,South,2000,18,2,21528.3271236213,411842,Social rent
2,South,2000,18,3,43360.9483225694,411842,Private rent
2,South,2000,18,4,339139.587678789,411842,Care of/rent free
2,South,2000,19,1,21925.9893035845,583900,Owner occupier
2,South,2000,19,2,23893.2956525137,583900,Social rent
2,South,2000,19,3,92818.8331935532,583900,Private rent
2,South,2000,19,4,445261.881850349,583900,Care of/rent free
2,South,2000,20,1,58730.210309125,711811,Owner occupier
2,South,2000,20,2,40100.5478520744,711811,Social rent
2,South,2000,20,3,169238.969307204,711811,Private rent
2,South,2000,20,4,443741.272531596,711811,Care of/rent free
2,South,2000,21,1,92331.9966042132,718977,Owner occupier
2,South,2000,21,2,42537.9621606249,718977,Social rent
2,South,2000,21,3,187745.967117069,718977,Private rent
2,South,2000,21,4,396361.074118092,718977,Care of/rent free
2,South,2000,22,1,97489.186834422,583532,Owner occupier
2,South,2000,22,2,42435.7743404141,583532,Social rent
2,South,2000,22,3,150946.583536379,583532,Private rent
2,South,2000,22,4,292660.455288785,583532,Care of/rent free
2,South,2000,23,1,153686.539246403,626364,Owner occupier
2,South,2000,23,2,65791.6009826222,626364,Social rent
2,South,2000,23,3,136473.590856745,626364,Private rent
2,South,2000,23,4,270412.26891423,626364,Care of/rent free
2,South,2000,24,1,231333.316954956,679958,Owner occupier
2,South,2000,24,2,78992.2416458493,679958,Social rent
2,South,2000,24,3,157484.159732655,679958,Private rent
2,South,2000,24,4,212148.281666539,679958,Care of/rent free
2,South,2000,25,1,269404.14845102,661718,Owner occupier
2,South,2000,25,2,67182.1710129815,661718,Social rent
2,South,2000,25,3,158645.767009924,661718,Private rent
2,South,2000,25,4,166485.913526075,661718,Care of/rent free
2,South,2000,26,1,366703.512268437,753040,Owner occupier
2,South,2000,26,2,74364.4839920219,753040,Social rent
2,South,2000,26,3,167532.17302114,753040,Private rent
2,South,2000,26,4,144439.830718402,753040,Care of/rent free
2,South,2000,27,1,434430.291586086,789873,Owner occupier
2,South,2000,27,2,71794.782450029,789873,Social rent
2,South,2000,27,3,162613.81869533,789873,Private rent
2,South,2000,27,4,121034.107268556,789873,Care of/rent free
2,South,2000,28,1,472324.766433817,803925,Owner occupier
2,South,2000,28,2,72504.3131080899,803925,Social rent
2,South,2000,28,3,158903.493087125,803925,Private rent
2,South,2000,28,4,100192.427370968,803925,Care of/rent free
2,South,2000,29,1,545584.140859388,862756,Owner occupier
2,South,2000,29,2,84273.5796561638,862756,Social rent
2,South,2000,29,3,134429.085836346,862756,Private rent
2,South,2000,29,4,98469.1936481017,862756,Care of/rent free
2,South,2000,30,1,577366.299199413,865357,Owner occupier
2,South,2000,30,2,97748.4494387129,865357,Social rent
2,South,2000,30,3,108099.478867084,865357,Private rent
2,South,2000,30,4,82142.7724947899,865357,Care of/rent free
2,South,2000,31,1,610693.952672462,881780,Owner occupier
2,South,2000,31,2,87416.3505476573,881780,Social rent
2,South,2000,31,3,121749.446650309,881780,Private rent
2,South,2000,31,4,61920.2501295711,881780,Care of/rent free
2,South,2000,32,1,641198.808014965,930181,Owner occupier
2,South,2000,32,2,91460.5231593633,930181,Social rent
2,South,2000,32,3,137401.126794688,930181,Private rent
2,South,2000,32,4,60120.542030984,930181,Care of/rent free
2,South,2000,33,1,618378.276125284,861022,Owner occupier
2,South,2000,33,2,91762.6381974272,861022,Social rent
2,South,2000,33,3,100818.359725694,861022,Private rent
2,South,2000,33,4,50062.7259515948,861022,Care of/rent free
2,South,2000,34,1,660503.674855269,884666,Owner occupier
2,South,2000,34,2,88166.8815622618,884666,Social rent
2,South,2000,34,3,83308.8571840571,884666,Private rent
2,South,2000,34,4,52686.5863984119,884666,Care of/rent free
